                    TK_MINUS TK_NE TK_RECORDID TK_COMMENT TK_AND TK_OP TK_CL TK_MUL TK_DOT TK_DIV TK_COLON TK_SEM TK_COMMA TK_OR TK_SQR TK_NUM TK_RNUM TK_FIELDID TK_ID TK_SQL TK_FUNID TK_MAIN TK_NOT TK_PLUS TK_LT TK_ASSIGNOP TK_LE TK_EQ TK_GT TK_GE TK_CALL TK_ELSE TK_END TK_ENDIF TK_ENDRECORD TK_ENDWHILE TK_GLOBAL TK_IF TK_INPUT TK_INT TK_LIST TK_OUTPUT TK_PARAMETER TK_PARAMETERS TK_READ TK_REAL TK_RECORD TK_RETURN TK_THEN TK_TYPE TK_WHILE TK_WITH TK_WRITE TK_EPS TK_DOLLAR 
<elsePart>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1291	0	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<ioStmt>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1301	0	0	0	0	0	0	0	1302	0	0	
<allVar>	0	0	1312	0	0	0	0	0	0	0	0	0	0	0	0	1311	1311	0	1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<arithmeticExpression>	0	0	1321	0	0	1321	0	0	0	0	0	0	0	0	0	1321	1321	0	1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<expPrime>	1331	0	0	0	0	0	1332	0	0	0	0	1332	0	0	0	0	0	0	0	0	0	0	0	1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332	0	
<term>	0	0	1341	0	0	1341	0	0	0	0	0	0	0	0	0	1341	1341	0	1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<termPrime>	1352	0	0	0	0	0	1352	1351	0	1351	0	1352	0	0	0	0	0	0	0	0	0	0	0	1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1352	0	
<factor>	0	0	1362	0	0	1361	0	0	0	0	0	0	0	0	0	1362	1362	0	1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<highPrecedenceOperators>	0	0	0	0	0	0	0	1371	0	1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<lowPrecedenceOperators>	1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<all>	0	0	1394	0	0	0	0	0	0	0	0	0	0	0	0	1392	1393	0	1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<temp>	1402	0	0	0	0	0	1402	1402	1401	1402	0	1402	0	0	0	0	0	0	0	0	0	0	0	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	0	
<booleanExpression>	0	0	0	0	0	1411	0	0	0	0	0	0	0	0	0	1412	1412	0	1412	0	0	0	1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<var>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1422	1423	0	1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<logicalOp>	0	0	0	0	1431	0	0	0	0	0	0	0	0	1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<relationalOp>	0	1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441	0	1442	1443	1444	1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<returnStmt>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1451	0	0	0	0	0	0	0	
<optionalReturn>	0	0	0	0	0	0	0	0	0	0	0	1462	0	0	0	0	0	0	0	1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1462	0	
<idList>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
<more_ids>	0	0	0	0	0	0	0	0	0	0	0	0	1481	0	1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1482	0	
<singleOrRecIdprime>	0	0	0	0	0	0	1492	0	1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1492	0	
